text,attributeScores.INSULT.summaryScore.value
vaza covid preciso de um pagode,0.71376973
a pessoa mais imune nesse brasil é o rodolffo e ele nem tomou a vacina,0.71376973
esquerdizadoro minha mae não tem tdo dinheiro pra vacinas,0.71376973
globonews tem razao a mídia é manipuladora e usa covid como manobra de fumaça para influenciar seus eleitores nnquando que vocês vão entender que acabou repasses nnos principais jornais do brasil quer derrubar presidente e voltar a roubalheira nnacorda brasil,0.71376973
bolsonaro fala em ‘vírus do pavor’ e diz que parece que só morre gente de covid no brasil,0.71376973
morre coronavírus morre por favor tá todo mundo pedindo,0.71376973
cnnbrasil depois de  mil mortos esses animais vão atrás de vacinas,0.71376973
em parceria com o governo dória estamos dispostos a selecionar as melhores bundas para serem as proximas vacinadas contra o  nnquer saber como participar manda uma foto da sua bunda na minha dm nossa equipe vai escolher as  melhores boa sorte nnad ficaemcasa,0.71376973
“os caras não eram assessores eram meus irmãos estou arrasado cara este estado está lascado  a família deles gritava comigo pedindo socorro e eles morreram sofrendo fora da uti  estou me sentindo um bosta” disse o senadorn,0.71376973
e a mídia daria amplo espaço pra oposição questionar o autoritarismo de esquerda e os interesses escusos por trás da promoção da vacina os negacionistas seriam a voz razoável em defesa da economia e os liberais sustentariam seu casamento com os fascistas sem tanto pudor,0.71376973
se deus existe ele odeia demais os brasileiros porque olha covid e bolsonaro no mesmo lugar e ao mesmo tempo não é para os fracos,0.71376973
mlkdudss alansouzapinto tcdeptulski bolsonarosp e os indicadores de morte e infectados caindo próxima semana já irão reabrir tudo se não quer tomar a vacina não tome deixe de ser negacionistas,0.71376973
seropédica com abastecimento de água limitadongoverno matando a gente de fome de covid ou de infartoncalor do inferno tendo que economizar águannlight vou ficar dando queda de luz pra esses arrbombado hahahaahahahah,0.71376973
beeatrizkkkk valloisfranck tatinefertari jairbolsonaro  assistiu viu o jornalista correspondente no brasil isso foi gravado ao vivo tola e eu acredito perdi um amigo diabético por insuficiência renal fez  exames pra covid que deram negativo mas declaram covid no atestado de óbito,0.71376973
covid podia fazer igual os gafanhotos e sumir pra ninguém ouvir falar mais,0.71376973
vou fazer um bolão da morte aqui quantas mortes diárias por covid serão necessárias pra derrubar o presidente,0.71376973
stream aqui pela vitoria do bem contra o mal pelo anycentrismo por foto no feed da any todo dia pelo aparecimento do seu fav pela vacina nos velhos de  anos pela inteligência nos burros pela beleza nos feios stream aqui,0.71376973
analaratms aluno com covid sai da sala de aulanntomar água nnpõe a mão no bebedouro nnoutros também colocam a mão no bebedouro  infectados,0.71376973
não a maioria na verdade está morrendo por outro vírus o bolsovirus  esquerdasdv psol foradireitasdv esquerdistaseguemesquerdista,0.71376973
janainadobrasil ao invés de criticar o comportamento do mentiroso incompetente vem criar uma hipótese improvável a situação estaria bem melhor se tivéssemos investido em vacinas e não em aglomeração e cloroquina cadeia para quem mata para vender cloroquina,0.71376973
rodolffo é a própria vacina do covidnô homi pra ficar imune,0.71376973
janainadobrasil gente a ciência está perdendo essa inteligência se eu fosse você procuraria o que fazer mente vazia oficina de bolsonaronse não fosse joão doria não teríamos nenhuma vacina,0.71376973
mas pode morrer  mil pessoas diariamente de covid no brasil que nada acontecerá com o bolsonaro o cacura vendeu a alma pro diabo e comprou todo mundose ele cair arrasta geral,0.71376973
suave uma vacina a mais e já descia o socão na boca da véia,0.71376973
gi alicia mds não aguento mais ver os outros ficando grávidan gi alicia cara será q deus ta fazendo todo mundo ficar grávida p nascer outra raça humana e fazer a nossa raça morrer tudo de covidnnkkkkkkkkkkkkkkkkkk,0.71376973
jairbolsonaro se fosse tão preocupado com a economia ou com aqueles que a geram colocaria estes primeiros para tomar a vacina e não presidiários q não participam em nada com a economia qto mimimi,0.71376973
cartermariano reirubronegro parangarica guilhermeamado revistaepoca os hospitais sendo inundados de doentes nenhuma vacina é  de eficácia considerando que estivessem todos vacinados com a segunda dose a mais de  dias isso indicaria uma situação muito grave que seria muito pior sem a imunização,0.71376973
meu pai pegou covid agora tá parecendo um bebezão por mensagem ‍♀️,0.71376973
chega de frescura de mimimi vão ficar chorando até quando diz bolsonaro ao criticar medidas de restrição em meio a recorde de mortes por,0.71376973
flaviolondonuk koballigia janainadobrasil jdoriajr a primeira vacina foi dado inclusive ai em uk  burrao no  ano passadonseu sin papeles e sin cerebro,0.71376973
alinemidlej quem é o fresco e cheio de mimimi dessa estórianessa imprensa me perseguenpersegue meus filhos pra me atingirntem que comprar vacinasó se for na casa da tua mãennisso é mimiminnse estivesse fazendo o papél de presidente e não de bobodacorte não estaríamos tão mal,0.71376973
essesusersai po meu mano máximo respeito pelo klopp você sabe da minha admiração agora o pep perdeu a mãe pra covid e não tem nem um ano não tem desonestidade nenhuma nnacho que o jurgen é o maior responsável não o único,0.71376973
alvarodias tua mãe tem vacina pronta alicate,0.71376973
eu pegava essa velha falava que iria vacinar ela em outro lugar e levava pra dar um rolê na ala de covid e injetava soro pra deixar de ser otaria,0.71376973
lucianohuck surreal essa narrativa completamente mentirosa nem virou político mas já mente descaradamente  se é que tem algum culpado por não sermos produtores de vacina são os governos anteriores que investiram em estádios em metro na venezuela  o mundo inteiro está na fila vergonha,0.71376973
vereadores do rio de janeiro e o governador interino cláudio castro  bolsonaristas  defendendo que não deve haver lockdown por causa do “impacto em bares e restaurantes” que coisa feia se as pessoas morrerem de covid não terá economia será que é difícil entender,0.71376973
estadao sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
aí covid vai embora chatão já,0.71376973
leendias beiafavs vou matar o covid na paulada para vc voltar pro brasil ai vou te prender na minha casa pra sempre,0.71376973
eu nao aguento mais ter que repetir informação óbvia ou ver informação óbvia sendo repetida lavar mão usar máscara vacina é segura cloroquina não funcionanque sacona humanidade é um bando de criança de  anos que vc precisa falar pra não correr e ficar na fila todos os dias,0.71376973
jairbolsonaro promovendo assassinato em massa com suas falas e gente achando graçan e as vacinas,0.71376973
esta raça de abutres não dão trégua a este homem que deus o fortaleça todos os dias nbolsonaro diz que não tem vacina pra vender e recebe críticas por não ter comprado antes,0.71376973
folha presidente do mimimi cadê a correção do imposto de renda cadê o combustível barato cadê as vacinas,0.71376973
stfwhd tadinho do mamaco só pq ele não tomou vacina,0.71376973
kadashi desperdício de vacina com essa quenga,0.71376973
morre então tribufuneu eim veia recusando vacina vê se pode,0.71376973
jairbolsonaro hoje o waldemir da padaria estava muito abatido porque perdeu um primo ontem pra covid eu cheguei perto pra consolar e faleinnchega de frescura e mimimi vai chorar até quandonnele me deu um soco no nariz e me expulsou de lá  que eu falei algo errado,0.71376973
esse fogo no cu tb é sintoma do covid,0.71376973
minha diversão é ler os comentários do insta da prefeitura é cada sem noção kkkkkkkkkkkkkk nina quer escolher até qual o laboratório da vacina que ela quer tomar,0.71376973
hoje eu tava jogando ranked e um cara do time inimigo começou a digitar no chat desejando que meu time tivesse câncer e que nossos familiares morressem por covid nque desumanonespero que receba o banimento que merece,0.71376973
olympianschasee apaga por favor tá todo mundo pedindo pra apagar tem gente que passa mal morre de tristeza depressão ansiedade esquizofrenia hemorróida labirintite covid câncer osteoporose hepatite dengue dermatite hemorragia escoliose n,0.71376973
é uma loucura o brasil gastar  bi de reais pra encomendar  milhões de vacinas e só a fortuna do jeff bezos  ceo da amazon valha  bi de dólares,0.71376973
dominguesfelipe folha eu voto de novone a culpa é sim do ptnse vocês devolvessem tudo o que roubaram do brasil o governo poderia comprar bilhões de doses de vacinas,0.71376973
marcelofreixo jornaldobrasil freixo para de mentir o pazuello está fazendo o excelente trabalhondeixa os governadores e prefeitos se explicarem o que aconteceu com o dinheiro dado para combater a,0.71376973
simonetebetms senadora eu tenho minhas dúvidas que todas as mortes são por covid nem de aids se escuta dizer que morreu alguém infarto avc e tantas outras as vacinas estão sendo aplicadas mais ainda assim só falam em morte pior do que o vírus são os políticos,0.71376973
doghomofobico os internos da febem  só as meliantes atrás da vacina,0.71376973
o brasil vive em uma negligência sem tamanho sosbrasil nvacina na casa da mãe de outro nauxílio emergencial dormindo nmortes ° econômia mundial ndesemprego  fome ngás de cozinha e gasolina fazendo jus ao valor de uma cesta básica nmas é apenas mimimi,0.71376973
tatinefertari jairbolsonaro filha em breve vai ter tanta vacina que vc pode escolher até tomar no cool sossega o facho aí,0.71376973
jairbolsonaro itamaratygovbr minsaude mdregionalbr exercitooficial defesagovbr e o brasil cada dia passando mais vergonha no mundo,0.71376973
eis o messias da igreja evangélica brasileira cheio de amor empatia e compaixão nquando chegamos próximos de  mil mortes por dia pela covid a maior autoridade do país dá um show de desumanidade meu recado a igreja brasileira voltem para jesus e abandonem seu falso ídolo,0.71376973
quer dizer q o próprio bolsonaro pode incitar ódio sugerir genocídio morte da petralhada exaltar tortura e torturador cometer crime de saúde pública omissão no combate à covid e o cidadão comum não pode fazer piada q é levado pra onde deveriam estar ele e seus filhos,0.71376973
cassambolo monark antes morrer de fome do que de covid certo kkkkk,0.71376973
alacirfilho vagoedis   anapaulavolei se brincar já tomou e fica com essa pala de q as vacinas não funcionam qnd se furar com algo enferrujado não se vacinem tbm,0.71376973
não é fica em casa e tchau é pra vc se cuidar e é preciso ter vacina pra te vacinar e hospital pra te socorrer e se a última chance de estancar essa sangria for vc ficar em casa o governo de quem vc é patrão precisa te sustentar até pq esse dinheiro é seunprecisa desenhar,0.71376973
bolsonaro fala em vírus do pavor e diz que parece que só morre gente de  no brasil,0.71376973
zecadirceu sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
juliette do nada e a gente nunca tem uma notícia da vacina né imagina ela sabendo da  vei coitadakkkkk,0.71376973
folha a pandemia petralha foi mais letal que a  nn,0.71376973
sabedemaisheim monark pra que cair em mentiras e passar fakenews pra frentenn na cara que você está conspirando bonito,0.71376973
caopara jornalnacional e tinha emprego antes da pandemia você não percebeu que você saindo pode voltar doente podendo causar a morte de seus familiares exija do seu presidente que não faz nada de util que libere as vacinas que os estados comprem as vacinas o povo vacinado podemos trabalhar,0.71376973
mblivre então a principal sugestão mesmo seria comprar a vacina vacinar todos pra nós conseguirmos trabalharé difícil pro governo é em vez disso estoca hqc que num serve de poha niuma pro covid,0.71376973
marquimj uolnoticias enquanto isso bozo fecha leitos de utis em plena pandemian,0.71376973
das pessoas que perderam olfato por causa da covid desenvolvem parosmia uma alteração de odores que deixa tudo com um cheiro horroroso de carne podre e esgoto nne olha isso,0.71376973
diogomainardi bolsonaro tenta impedir governadores e prefeitos de comprar vacinas mesmo com a explosão de casos esse genocida tem que ser detido jdoriajr brunocovas fhc  psdboficial nn,0.71376973
ele nos deu vacina bolsonaro feno para o gado,0.71376973
gente e o bolsonaro não vai pegar um covid grandão e morrer nunca nposha,0.71376973
completamente exausto de ficar em casa há um ano vendo notícia de conhecido e parente com covid e ver gente aglomerando peguei completo ranço de gente que aglomera fodase,0.71376973
normose monark estranho mesmo são as mortes por dengue zica e chikungunha diminuirem drasticamente como se mosquito sumisse ta na cara que estao somando todas as mortes e botando na conta do covid pros hospitais ganharem mais recursos pra robalheira comer solta,0.71376973
nequitiascurra jahngalt klovaez oliverstuenkel você só conseguiu pensar nessa resposta poxa eu achei que estava falando com alguém mais sério mas pelo visto como o outro você é só mais um adolescente edgy de alguma board tentando pagar de sabichão por ler algum livro do mises quando nem sabe como as vacinas funcionam,0.71376973
tiagolattari gtmacalossi parte ainda com ele além disso ele boicota as vacinas por causa do doria outra coisa ele considera que são uma despesa inútil vacina custa dinheiro enquanto a exposição ao virus é de graça e tem o bonus de eliminar os que causam gastos ao estado vacina salva a vida deles,0.71376973
agora todos que chegarem na china serão obrigados a receber o teste que é feito a partir da introdução de um cotonete no orifício anal mais um motivo para não ir à chinan,0.71376973
rodolffo já foi tão imunizado que não precisa nem de vacina mais,0.71376973
minha vó faleceu e daqui a pouco é meu aniversário amanhã e eu só queria chorar cara chorar muito porque eu não tenho ela aqui comigo né e nem chorar eu posso pq eu vou ficar nervoso e passar mal pq eu estou com covid e certamente isso vai fuder meu sistema respiratório,0.71376973
impeachmentja nnopinião covid  morreram de mimimi na quarta e  de frescura na terça nn via uolnoticias uol,0.71376973
opinião covid  morreram de mimimi na quarta e  de frescura na terça  via uolnoticias uol,0.71376973
metropoles camaradeputados jairbolsonaro stfoficial flaviodino presidente do mimimi cadê a correção do imposto de renda cadê o combustível barato cadê as vacinas,0.71376973
sonhei que peguei covid e estava entubada acordei me sentindo toda picada dolorida e agora mais cagada de medo,0.71376973
jigguksi ai amg os da igreja da minha mãe tão falando que a vacina é feita de feto abortado,0.71376973
congressoemfoco bolsonaro não são só números são pessoas e você não tem humanidade no teu coraçãonn,0.71376973
calanguinho covidn calanguinho eu acho q acaba esse anon l lucasn l n vai acabar esse anon calanguinho ah manon calanguinho paran calanguinho vo te bloquearnnassim de saúde,0.71376973
que loucura estar assistindo jornal na tv e aparecer um link de github como fonte da reportagem ok que é o site do observatório  br que faz um trabalho primoroso mesmo mas foda a gente depender de iniciativas independentes pra ter dado decente e bem apresentado né,0.71376973
estadao sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
senadorkajuru ele deboxou da única solução sensata e eficaz para a saúde e para economia vacinas que vá desabafar so modo dele na casa da mãe dele eu pago o salário dele e exijo respeito e vacinas que ele já deveria ter comprado há muito tempo agora fica inventando e matando nosso povo,0.71376973
alfredoalmenaro e deixar de lado e meter o louco vai causar muito congestionamento com caminhões carregando cadáveres a itália já mostrou isso o rs já chegou nesse estágio nnnão tem vacina não tem remédio não tem como parar mais o brasil é o impasse mexicano da morte,0.71376973
dbsvpt gente mas isso é um absurdondesculpa mas o seu pai é um panacané muita falta de responsabilidadenminha amiga perdeu a avó dela por culpa de um tio que foi visitar ela e passou covidne o cara era bolsominionnminha amiga deu um show de ir na casa dele quebrar tudo,0.71376973
a essa altura do campeonato com o país no fundo do poço e mais de  mortes por covid a mulher me solta que não quer impeachment do presidente pq gosta deleeerrrr,0.71376973
lucianohuck deixa de ser oportunista cara o brasil e o país que mais vacina e você fica aí tentando tocar terror leia as notícias em locais confiáveis não ouça só a globo,0.71376973
a culpa das mortes do covid é toda do ditadória doriagenocida,0.71376973
emaise  dogenocida como vai realizar uma compra em massa se nem os países que fabricaram as vacinas tem a quantidade total para seus habitantes acha q vacina da em árvore   ñ acredito q seja tao ingênua vocês da oposição é quem faz campanha política desde o dja q ele assumiu,0.71376973
rconstantino presidente ontem quer comprar vacina vai comprar na casa da tua mãe meu deus temos um presidente que está nem aí pra vidas humanas lamentável,0.71376973
climaotahiti ei cara você viu aonde foi o sujeito em quem perfomaríamos o teste anal para covidnn olhe ele ali,0.71376973
meus avós obrigaram meu pai a tomar a vacina e agora ele fica dizendo que é rato de laboratório neu falei pelo menos não virou jacaré nele desligou na minha cara,0.71376973
é pedir dms o bolsonaro pegar covid e morrer,0.71376973
caduxspfc nossa mano eu já achando que vc tava com covid e ia desejar melhoras,0.71376973
senoriovisto paraná ta devastado pela  o genocida não quer fazer nada seja homem e vote pelo destituição do genocida,0.71376973
eu sou idiota mas incrivelmente não sou bobo quero vacina,0.71376973
crackinholegal gadaooo afbernart uolconfere rominhopontes ótima análiseem porcentagem um local que tem  habitantes e vacina  por dia teria  de vacinados diários o vizinho com  milhões vacina  mil por dia tem uma taxa de  diários muita incompetência como sou ignorante tmb vc consegue ajustar essa escala,0.71376973
coronavírus bolsonaro fala em vírus do pavor e diz que parece que só morre gente de covid no brasil,0.71376973
se nós ñ temos vacina nné por causa da incompetência desse presidente,0.71376973
gaabrielcsantos estadao estadaosaude acho que foi no teu vagabann,0.71376973
covid é a doença mais chata do mundo,0.71376973
jairbolsonaro se você não tivesse boicotando a caralha da vacina desde sempre estaríamos melhor,0.71376973
e a minha avó q tá cheia de ódio pq vai tomar a vacina kkkkkkkkkkkkk,0.71376973
giro das   brasil no buraco do coronavírus   militares são parte do   via youtube o miliciano genocida construiu o caminho para o abatedouro principalmente de pobres e classe média baixa lockdownnacionalurgente cpidapandemiaja,0.71376973
jairbolsonaro flaviobolsonaro todos queremos trabalhar mas o gado não entende as pessoas com cérebro em funcionamento querem vacina e na sequência querem trabalhar p fazer a economia girar nnas pessoas não gostam de lockdow mas é o único remédio disponível já que vacina esse governo não quer fornecer,0.71376973
brumarquezine tem muitos casos inclusive com os  idosos mortosnprefiro cuidar da minha imunidade até aparecer uma vacina confiável essa lacração de vcs não cola comigonvai lá e toma a vacina se vc quiser e não enche o saco de quem não quer garota,0.71376973
damaresalves vai ter vacina para eles e para o resto pq to achando que vcs querem matar idosos pop de rua e pobres,0.71376973
acmacedo denisesq sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
isso mexeu comigo de uma forma inexplicável eu só consigo sentir ódio desse covid,0.71376973
residentevildb alicemonstrinho ñ meu melhor amigo morreu tudo cupa dessa covid  e cupa do presidente tudo que e errado nesse pais ja chega não alguento mais esse pais eu tratava meu amigo como ser fose irmão  descupa moni por comenta isso,0.71376973
palmeriodoria foi de um cinismo sem precedentes  só faltou mandarem ele dizer vacina sim  pq ai o patrão genocida não ia gostar,0.71376973
o jumento do acidente com o avião das vacinas morreu,0.71376973
foda que tenho que sobreviver a covid e a violência no meu bairronai complica demais,0.71376973
então sextouuunque deus nós abençoe e nos livre de todos os males principalmente desses males que nós assombra bolsonaro covid  e os bolsonaristasnnfeliz sextafeira galera,0.71376973
isso aqui para mim foi o auge a pessoa gostar de um genocida que ta afundando o brasil não tá nem aí para as mortes por conta do covid na moral já não curtia muito ela agora entãon,0.71376973
sxtwldo pra q tomar vacina se ja sou um jacarezão,0.71376973
covid acaba logo caralho eu quero ir em um show e perder minha voz de tanto cantar obrigado,0.71376973
camilocarneiro tão baixo que não precisa nem de vacina acredita quem quer ‍♂️,0.71376973
mais de um ano vivendo em cenário pandêmico com mais de  mil vidas perdidas devido o vírus da  e ainda tenho que ouvir baboseiras de familiares em relação a ivermectina pelo amor de deus né,0.71376973
rock in rio adiado pra  coiso chama pandemia de mimimin maior retirada de  da poupança em fevereiro em  anosn fiocruz tem variantes de covid em  regiões do paísn segue fedendo compra da nova casa do flavuxo,0.71376973
com essa bagunça toda esqueci de dizer q o teste de covid da minha vizinha deu positivo se essa vaca passou pra mim eu vou bater nela,0.71376973
queria morar sozinho assim pegar covid ia ser o menor do males e eu poderia morrer em paz que saco,0.71376973
higucmd curimim alinemidlej famoso cristão que diz “está chegando sua hora” dando a entender que irei pegar covid que está desejando isso pra um ser humano uma parte do corpo de cristo enfim sabemos que você ñ é cristão de verdade é só faixada pra você propagar o ódio vai dormir senhor vai dormir,0.71376973
minha tia de santa catarina pegou covid tá no hospital não tá bem e eu tô com um cagaço de não conseguir ver ela sempre converso com ela quando tô com minha avó e eu não quero que ela vá antes de eu vêla ainda mais por essa doença ela é tão forte sla tô mal e com medo,0.71376973
voltar as aulas sem vacinar professores é um egoísmo absurdonninadimissivelnnminha filha só volta quando os professores forem vacinadosnno município tem feito de tudo pra conseguirnnesforço não falta falta é vacina,0.71376973
covid com cólica é sacanagi dms p uma pessoa só,0.71376973
lucianohuck se os governadores não usassem a verba da saúde pra colocar as contas em dia e sim para o devido fim combate a covid  povo aquetasse a bunda em casa em vez de fazer festa clandestina e ir pular carnaval  talvez estaríamos mais confortáveis e menos desesperados nesse momento,0.71376973
o bolsinha não compra vacina pq tá com medo de manifestaçãonbolsonarocoveirodobrasil bolsonarogenocida vacinaja vacinaparatodos vacinaparatodosja bolsonarocagao,0.71376973
senadorkajuru bolsonaro é cúmplice de  mil mortos esta sendo pressionado porque tem sangue nas mãos e não comprou a vacina,0.71376973
lembrando aqui de um passado distante onde eu olhava o mapa do coronavírus e o brasil ainda não tinha sido afetado e pensava “que essa desgraça nunca chegue aqui”,0.71376973
o presidente falar mal de vacina e mandar um “para de frescura e mimimi” pra quem fica em casa em meio a pandemia e não ser crime contra saúde pública eu não sei mais o que énnalguém pode por favor me explicar o que tá faltando pra esse cara sair do poder e até mesmo ir preso,0.71376973
subtenenteedgar a segunda opção as propina estão rolando solta os chineses ganhando dinheiro dos bestas kkkk nvacinas que realmente imuniza eles usam neles,0.71376973
faltam  meses pro meu aniversário só tenho mais  meses tendo  anos e eu não fiz nada covid eu te odeio,0.71376973
ai gente que saudade de ficar de dengo com meu amorzinho e com meus amgs sério covid eu te odeio,0.71376973
terra o bolsonaro que lutou para adoção do tratamento precoce disponibilizou  bilhões para vacinas e tenta agilizar o medicamento de israel que salva vidas é chamado de genocida e criticado  por jornalistas militantes mas os que roubaram o dinheiro dos leitos são ignorados,0.71376973
meu nem fodendo fico em duas uti covid,0.71376973
emicida sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
doiefluer amg tomei duas vacinas tô com dor abaixo do ombrokk é foda,0.71376973
bolsonarogenocida cadê a vacina bolsonaro,0.71376973
matheusagostin humanadaufpe o hélio da folha foi objeto de inquérito da pf por desejar que ele morresse de covid,0.71376973
porra de tratamento precoce pra covid irmão vai resolver essa ejaculação precoce primeiro,0.71376973
quem não está com medo do covid ou é doido ou não entendeu a gravidade do negócio,0.71376973
arthurmoledoval falta vc dizerngovernador do estado gastando milhões com propaganda ilegal e imoralngovernador impedindo trabalhador de trabalharngovernador gastando dinheiro público em vacina que não funcionangovernador matando cidadãos com suicídiondep estadual passando pano em governado,0.71376973
conseguia defender a sarah quando ela tava de boca fechada agora não dá mais pra fingir que nada aconteceu com ela sendo transfóbica bifóbica e falando que gosta do presidente quando já passamos de  mil mortes por covid e o auxílio emergencial não paga o mercado da semana,0.71376973
vocês são incansáveis na luta contra vacina pqp,0.71376973
rodolffo é a pessoa mais imunizada dos bbb além de ter tido  imunidades do caio agora vai ter  semanas de imunidade por causa do paredão falso kkkkkkkkkk alguém faz vacina dele,0.71376973
estadao sampancher corretíssimo o presidente ficar em casa sem trabalhar por medinho do covid no momento de maior necessidade econômica de nossa nação é uma atitude covarde e antipatriótica,0.71376973
erikakokay presidente fujão e irresponsável compra de vacinas sempre foi responsabilidade do governo federal,0.71376973
bozo soh quer tirar o foco do filhote usando o incentivo à contaminação por covidé um ser humano muito podreburro quem cai ainda nessas cortinas de fumaça dele ainda,0.71376973
congressoemfoco bolsonaro não são só números são pessoas e você não tem humanidade no teu coraçãonn,0.71376973
carta enviada ao presidente jair bolsonaro sobre a farsa covid  via instituto rothbardnler com atenção  acabar com está palhaçada  presidente de sua ordem executiva  todo mundo na linea,0.71376973
eu te odeio covid,0.71376973
ia falar se com o povo sabendo q o estado de sp inteiro ta na fase vermelha eles paravam de sair de casa sem necessidade mas já saiu um ano inteiro tacando o fodase pro vírus quem dirá agora se pegar covid vai passar pros amigos,0.71376973
mapvfm omelete eu vi isso mas n quero acreditarneu te odeio coronavírus,0.71376973
o louco é q se tivéssemos uma busca intensa pelas vacinas desde o início uma ampla divulgacão e fiscalização de uso de máscaras álcool gel e distanciamento talvez n precisaríamos de lockdownnmas infelizmente temos os negacionistas q saíram da internet e estão no gov federal,0.71376973
veramagalhaes nossa como vcs são inteligentes dêem uma lidinha no cláudio humberto vão ver quanto já foi comprado de vacinas mas se tiverem aí no seu mundinho vende pro brasil nps o que achou dessa tag doriagenocida nserá que colanjenios,0.71376973
requiemwd smndream sampancher monark pois é estamos indo por pico da segunda ondase já não estamos ainda tem maluco que acha que as vacinas não vão ajudar e que o lockdown também não ajuda,0.71376973
wagnercorreias rodrigodasilva e o gado ainda não se tocou de que além de esperar a produção das vacinas ainda esperaremos quem se antecipou em recebêlas ne o demônio que ocupa a presidência segue sem comprar e ainda quer vetar os estados de comprarem tb,0.71376973
anonnovidades a lei do karma é implacável e além disso as almas de todos os mortos pela covid irão cair sobre ele e os filhos corruptos,0.71376973
manifestação a favor da morte na marginal tietê  só deve ter eleitor do presidente ali e nenhum deve ter perdido ninguém pra covid nnbdsp,0.71376973
eu e o diogo acabamos de remarcar nossa viagem te odeio covid,0.71376973
se o casarão cancelar por conta do covid dos barato da fase vermelha vou ficar mt puto papo reto,0.71376973
fabiolabr eu sei gata quis dizer que dos negacionistas tem um monte na inglaterra em israel tinha nos eua só sobramos nós falando que covid é mimimi os outros tomaram uma atitude enquanto era tempo só o bozo que nao,0.71376973
adipoherpeto que isso mano os cara furando fila da vacina,0.71376973
fernandokallas esse bagulho de política ja virou tao pessoalnq se o bolsonaro inventasse a cura do covid vocês estariam falando q ele roubou de alguém só pra falar mau mesmo,0.71376973
falta quantas mortes para tirar bolsonaro da presidênciannfalta quantas mortes para entrar um novo presidente e comprar vacinasnnfalta quantas mortes para o genocida ser presonimpeachmentja,0.71376973
jairbolsonaro itamaratygovbr minsaude mdregionalbr exercitooficial defesagovbr triste dizer isso mas tomara que um parente bem querido da sua família morra de covid não desejo pra ninguém mas se isso for abrir os seus olhos srpresidente vidas,0.71376973
elizialeite ❤️meus sentimentos que deus conforte a família  más já passou dá hora de comesar a cobrar explicações se a vacina não tá funcionando então suspende eu acredito que devemos cobrar desses louco por vacina e botar a boca no trombone denuncia eles tem que pará são assasinos,0.71376973
paraíba tem  casos e  mortes de crianças por síndrome inflamatória ligada à,0.71376973
tá horrível não dormir com o victor meu deussss só queria deitar com a mão no peito dele e jogar a minha perninha direita em cima dele  custa muito covid,0.71376973
opinião covid  morreram de mimimi na quarta e  de frescura na terça  via uolnoticias uol,0.71376973
seu covid já sarou já uaheuheue,0.71376973
cena patética agente de saúde negacionista vacinando um cidadão negacionista e o acompanhante do cidadão filmando para garantir que a vacina seja aplicada será possível isso se chama brasil,0.71376973
mpfpgr demagogos vão prender quem roubou o dinheiro do covid,0.71376973
ah mas tu só fala mal do governo e  e nada se não tivesse gente morrendo de covid e de fome todo dia eu teria tatuado o nome do presidente na rodela do meu cy,0.71376973
olympianschasee apaga por favor tá todo mundo pedindo pra apagar tem gente que passa mal morre de tristeza depressão ansiedade esquizofrenia hemorróida labirintite covid câncer osteoporose hepatite dengue dermatite hemorragia escoliose n,0.71376973
oantagonista tá facin facin de se comprar vacinas pelo mundo todas as farmacêuticas estão abastecendo prontamente todos os países do mundo tudo dentro do prazo só aqui no brasil estamos atrasados alemanha espanha frança itália a todo vapor com a vacinaçãonsqnnfalsojornalismo,0.71376973
rafaelfontana além do quê defender tratamento precoce daria razão aos negacionistas e bolso ao fazer melhor com que há políticos querem sua vaidade ilustrada preferem serem salvadores trouxeram a vacina  época da queda dos falsos heróis e exposição das suas hipocrisias,0.71376973
uolnoticias sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
oantagonista veramagalhaes jairbolsonaro temos o dever de exigir porque  pagamos seu salário  e sua mostomia  vacina já  extremista  nem que  seja para  vender a sua mãe genicida,0.71376973
opinião covid  morreram de mimimi na quarta e  de frescura na terça  via uolnoticias uol,0.71376973
